x,y,z,qx,qy,qz,qw,Result
0.3540395530169005,0.3758784437920413,0.9052559690258426,0.8714712262153625,-0.39739662408828735,-0.11925449967384338,0.2615191340446472,0.0
0.7757472423349299,0.05856449359951044,0.9061302647066626,0.6681833267211914,-0.6618624925613403,-0.23913566768169403,0.24141941964626312,0.0
0.511473415034597,0.6022733866936079,0.6011622264576264,0.8498374223709106,-0.27490586042404175,-0.1383986920118332,0.42784231901168823,0.0
-0.5478596541008094,0.1273052285224976,0.848445468067177,0.7686048150062561,0.5762441158294678,0.1666591465473175,0.22229300439357758,0.0
0.5246738320126025,-0.28195395734983886,0.8284292341977484,-0.4950617253780365,0.8126174211502075,0.26261991262435913,-0.159992977976799,0.0
-0.05471538736627446,0.29387235468305106,0.8025858649636548,0.977788507938385,0.07413068413734436,0.014820650219917297,0.19548559188842773,0.0
0.8001860637715565,0.11721429351986834,0.9208706006847267,0.6990888714790344,-0.6074931025505066,-0.24736939370632172,0.28466689586639404,0.0
-0.9582471941316493,-0.9623810055553919,0.8731571394725891,0.35395053029060364,0.8063838481903076,0.43382471799850464,0.19042110443115234,0.0
-0.682900303867237,0.16792610051227896,0.8592956987568376,0.7519970536231995,0.5787603259086609,0.1924234926700592,0.25002041459083557,0.0
-0.3735354233426076,-0.5032301851927352,0.604917300304802,0.2679073214530945,0.8741685748100281,0.3872585892677307,0.11868350952863693,0.0
-0.41598765014828176,0.4709046541842914,0.9048793841453622,0.8965700268745422,0.32327067852020264,0.10268984735012054,0.284803569316864,1.0
-0.021826210077355634,0.1985685328216149,0.9087852790171396,0.9915348887443542,0.027454329654574394,0.003512477735057473,0.12685617804527283,1.0
0.0658046031490842,-0.1912248084680983,0.6501243101742579,-0.1645403355360031,0.975486695766449,0.14408844709396362,-0.02430414780974388,1.0
0.024688759066271437,-0.5259185455623521,0.8129832902818551,-0.01864635944366455,0.9620773196220398,0.27208778262138367,-0.005273440852761269,0.0
-0.2183201517889941,0.4543675377770229,0.8912131993389123,0.9489947557449341,0.18936899304389954,0.04933084920048714,0.24721413850784302,0.0
0.5664556821842306,-0.6944509186036607,0.6479940664162099,-0.3222494423389435,0.8127685189247131,0.45117926597595215,-0.17888517677783966,1.0
0.9388100931837862,-0.6351922758955182,0.614703400700277,-0.4025755226612091,0.7326211333274841,0.4809828996658325,-0.26430031657218933,0.0
-0.8378975235067425,-0.03567911380696165,0.7533517448531692,0.6184700131416321,0.6689338684082031,0.30276310443878174,0.27992287278175354,1.0
0.19390721825702695,-0.16427533490837987,0.9802615100287939,-0.3985856771469116,0.9097185730934143,0.10658643394708633,-0.04669993370771408,0.0
0.33241328710689544,-0.1415663823127673,0.6763652928132999,-0.5517629384994507,0.7968447208404541,0.20238113403320312,-0.14013569056987762,0.0
0.5302348196226114,0.4241073548750447,0.6439332117922505,0.8209027051925659,-0.4200505316257477,-0.17623242735862732,0.34441015124320984,0.0
0.9005818377216088,0.8189173362302409,0.6758174683749538,0.7703614830970764,-0.3561049997806549,-0.2219231128692627,0.48008599877357483,0.0
0.40067505071978404,0.030405406563324577,0.7416652570827805,0.6872814297676086,-0.669224202632904,-0.1970527470111847,0.20236967504024506,0.0
-0.9783714167261479,0.027327131069444066,0.6820793411211811,0.6284471154212952,0.6208318471908569,0.32935136556625366,0.3333912789821625,0.0
0.6956582927260633,0.1332014703015254,0.8173634335115336,0.7033611536026001,-0.6118367314338684,-0.2374897003173828,0.27301567792892456,1.0
0.35018730457057434,0.19149180063938642,0.6697493858727621,0.855705201625824,-0.46137183904647827,-0.11120332777500153,0.20624853670597076,1.0
0.8840439757811493,0.1683721439189103,0.6128312222115625,0.6928145289421082,-0.5771098732948303,-0.2767360210418701,0.33221879601478577,0.0
0.632397781156558,-0.6174327233294481,0.6001783946056668,-0.33619752526283264,0.8210086226463318,0.4270132780075073,-0.17485906183719635,0.0
-0.838094529836455,0.19349453931118843,0.8306555586949079,0.7352267503738403,0.5663970112800598,0.2272299975156784,0.29496192932128906,0.0
0.5248268791852448,0.8825657451613733,0.9913770530566682,0.8774871826171875,-0.22034603357315063,-0.1037483736872673,0.41315874457359314,0.0
-0.05552065184649413,0.21500610074681803,0.6948396314572579,0.9862110018730164,0.09164440631866455,0.012750376015901566,0.13721022009849548,1.0
0.6099303404817427,0.22911976059833683,0.8190289426955788,0.7661845088005066,-0.548059344291687,-0.19521810114383698,0.2729140520095825,0.0
0.42988653304048285,-0.23583375370489223,0.8995033199307624,-0.5194797515869141,0.8181625008583069,0.20807796716690063,-0.13211597502231598,1.0
0.27271341524534787,0.7233024975487898,0.8785413521905187,0.9013703465461731,-0.20127679407596588,-0.0835624635219574,0.3742145299911499,0.0
0.4834185724221891,0.0024022169683448613,0.7364168609066392,0.6942570805549622,-0.6607223153114319,-0.1967533826828003,0.20673951506614685,1.0
-0.6232754320515124,0.9152788198533279,0.9163932173222917,0.8615918755531311,0.25433051586151123,0.12436727434396744,0.4213172495365143,0.0
-0.1552663852963101,0.9106926519980609,0.9838943317822597,0.9213588833808899,0.07027855515480042,0.029076803475618362,0.38119977712631226,0.0
-0.308537053494901,-0.8840864373139423,0.9655395480450054,0.14828158915042877,0.914474606513977,0.3716413974761963,0.060261473059654236,0.0
0.2118403276707279,0.06861850222467392,0.81180826276183,0.7899988889694214,-0.6010774970054626,-0.07318411767482758,0.09618618339300156,0.0
0.6397135153500979,0.035595110510570516,0.9711377093189494,0.7173059582710266,-0.6327417492866516,-0.19298888742923737,0.21878129243850708,1.0
-0.9461738605802694,0.8089385939720473,0.7037394194091335,0.7862104773521423,0.3581909239292145,0.208771750330925,0.45824307203292847,0.0
-0.3797378899832704,-0.848677483792674,0.9264914422070657,0.18320634961128235,0.8980627655982971,0.39182808995246887,0.07993361353874207,0.0
0.5007111435753828,-0.230288404160379,0.8723964757286338,-0.5143551826477051,0.8109489679336548,0.23554390668869019,-0.14939682185649872,0.0
