x,y,z,qx,qy,qz,qw,Result
0.8800230823497739,0.2887743371907192,0.7744008859978364,0.34658667511857755,0.048657187041510626,-0.9276580002357714,0.1302335954277032,0.0
0.16792658657716086,-0.005665711587135691,0.6495458986399871,-0.6219401893688644,0.02435858455852544,0.7820861944590828,0.03063077933445515,0.0
0.4485242044416453,0.8112147050568472,0.61694435132288,0.22412317314034572,0.12342862245477784,-0.8467925841186844,0.4663437550798973,1.0
0.8393874154036902,0.13269144176295744,0.8940512233001814,0.3845459732301724,0.03178408514475521,-0.9194232656083903,0.07599358566335665,1.0
-0.8559383098846787,-0.895381069699154,0.9249046837901526,-0.12566228355103717,0.29584754629035676,0.37020223581021494,0.8715695752192317,1.0
-0.2302523213849783,-0.4324606475201018,0.6723873024904435,-0.2266138067132493,0.3785957317250323,0.460890869074609,0.7699941956470641,1.0
-0.736848540312099,0.37281827772327025,0.9835161122289953,0.10979785897522093,0.40510053797260015,-0.2374426015741141,0.8760473704409392,0.0
0.04285829159314036,0.6172998356845241,0.912555207564235,0.32605699056015375,0.2996220985735248,-0.6601980579080929,0.6066728618354668,0.0
-0.7547367398193736,0.3453871209233377,0.6123589881009359,0.07090413454250727,0.3207088949217823,-0.2038962030122959,0.9222498288533297,0.0
-0.33251622640053347,0.1825484320288855,0.6964139813770971,0.13088586812200867,0.5097216796415199,-0.211484802952011,0.8236060204671436,0.0
-0.6313104617323031,-0.08686365818369257,0.8220302967991666,-0.03537926722447432,0.428640702056372,0.07426155420991075,0.8997225558790933,1.0
-0.46844564347092743,0.9067086983884314,0.6694780832021319,0.11607536036526955,0.20743333927622104,-0.47432749328762397,0.8476504878688315,0.0
0.32651315739488673,-0.011647656572206122,0.7848968802150453,-0.5727406823119272,0.03113809056563456,0.8179370820792095,0.044468639517564974,0.0
-0.6579204828043459,-0.7208995145737984,0.6546208453162395,-0.1104175004748206,0.2534486706886256,0.38383649483038274,0.8810455675794455,1.0
-0.49424230206035547,0.25597713698550595,0.8637533868090729,0.09519824436605276,0.43752518319603834,-0.19010484613942102,0.8737099952576951,0.0
0.13584865642371113,-0.7848494651911171,0.7006479440156215,-0.26192972018583494,0.2282926787319701,0.7068855372332856,0.6161072242484753,1.0
0.15082748136783608,-0.5045327926627632,0.9666731941338115,-0.4197804341714529,0.27410596139185367,0.7244735238905542,0.4730628099923696,0.0
0.14189622575761218,0.3361778107542086,0.9022552473762451,0.4473203670472494,0.2941552404753999,-0.7057045224848504,0.46406714026097884,0.0
-0.7124233875545698,-0.6412533988880187,0.7586191321597646,-0.10253295511085639,0.27241634391184183,0.33700566887127187,0.8953789744206455,1.0
0.6907132681482839,-0.46162343946757356,0.7563597439504123,-0.34994959268201015,0.10532154403972391,0.8913361404508986,0.2682583450125638,1.0
0.5347108054147689,0.6705154131273285,0.6172531625848754,0.26566848910524016,0.13006566209709503,-0.8579482596252646,0.4200332858783491,1.0
-0.2564100632580757,-0.966957604652519,0.8571682073460278,-0.16804135990055816,0.2316854659595135,0.5625652123012284,0.7756315672626845,1.0
0.32680766102656755,0.8565656023573642,0.619806575875045,0.2057864034316835,0.13230539920028286,-0.8155911678992348,0.5243646482648011,1.0
-0.9286536071175377,0.715290684314912,0.6912345679716306,0.07921582816672017,0.2238793874283273,-0.32402468840815696,0.9157569949252774,1.0
0.47041747833998393,-0.09179103752068274,0.8058621184169718,-0.44631013476229087,0.05823204747313855,0.8854765074987899,0.1155320168753987,0.0
0.6783173148789032,-0.24112460491608112,0.8069234398023823,-0.3936715853399669,0.057304011248029786,0.9078952256944883,0.13215593952583818,1.0
0.07634496895704834,0.29275579979192634,0.8194222881010154,0.42622489627605264,0.34194075302088184,-0.6532598671216654,0.524080533149405,0.0
-0.978245048613507,-0.17635923376087503,0.7255517114734327,-0.0294678969523114,0.29781623524494305,0.0939528871171849,0.9495314571282418,1.0
0.15902909965049217,0.8334704924505802,0.8065214488679184,0.2470297431575041,0.20424282204209585,-0.7300311457608425,0.6035857038225226,1.0
0.5947615928893024,0.7071209424606713,0.6613612370243742,0.2246384685390486,0.1024377551366955,-0.881696498915165,0.4020638613152464,1.0
-0.3454524914851893,0.9347751613819482,0.8793508211103772,0.19448525010085904,0.2821610096112704,-0.5331533406749428,0.7735038251201498,1.0
